"","CO_MUNICIPIO","NOME_MUNICIPIO","QTD"
"113",3533601,"Nuporanga",1
"114",3534302,"Orlândia",1
"115",3534500,"Oscar Bressane",2
"116",3534609,"Osvaldo Cruz",1
"117",3534708,"Ourinhos",2
"118",3534807,"Ouro Verde",1
"119",3535309,"Palmital",1
"120",3535606,"Paraibuna",6
"121",3535804,"Paranapanema",1
"122",3536109,"Pardinho",2
"123",3536257,"Parisi",1
"124",3536307,"Patrocínio Paulista",2
"125",3536802,"Pedra Bela",1
"126",3537008,"Pedregulho",1
"127",3537206,"Pedro de Toledo",1
"128",3537305,"Penápolis",6
"129",3537404,"Pereira Barreto",1
"130",3537503,"Pereiras",3
"131",3538006,"Pindamonhangaba",1
"132",3538303,"Piquerobi",1
"133",3538600,"Piracaia",1
"134",3538709,"Piracicaba",2
"135",3540002,"Pompéia",3
"136",3540606,"Porto Feliz",1
"137",3541406,"Presidente Prudente",5
"138",3541604,"Promissão",3
"139",3541653,"Quadra",1
"140",3542206,"Rancharia",2
"141",3542305,"Redenção da Serra",2
"142",3542602,"Registro",2
"143",3542701,"Restinga",1
"144",3543105,"Ribeirão Corrente",1
"145",3543402,"Ribeirão Preto",2
"146",3543907,"Rio Claro",1
"147",3544251,"Rosana",1
"148",3544905,"Sales Oliveira",1
"149",3546603,"Santa Fé do Sul",2
"150",3547304,"Santana de Parnaíba",1
"151",3547502,"Santa Rita do Passa Quatro",1
"152",3547601,"Santa Rosa de Viterbo",1
"153",3547809,"Santo André",3
"154",3547908,"Santo Antônio da Alegria",3
"155",3548054,"Santo Antônio do Aracanguá",1
"156",3548203,"Santo Antônio do Pinhal",2
"157",3548500,"Santos",1
"158",3548708,"São Bernardo do Campo",1
"159",3548906,"São Carlos",4
"160",3549607,"São José do Barreiro",1
"161",3549706,"São José do Rio Pardo",2
"162",3549805,"São José do Rio Preto",3
"163",3549904,"São José dos Campos",1
"164",3550001,"São Luiz do Paraitinga",1
"165",3550209,"São Miguel Arcanjo",2
"166",3550308,"São Paulo",39
"167",3550803,"São Sebastião da Grama",3
"168",3551306,"Sebastianópolis do Sul",2
"169",3551504,"Serrana",1
"170",3551603,"Serra Negra",1
"171",3551801,"Sete Barras",1
"172",3552007,"Silveiras",1
"173",3552106,"Socorro",1
"174",3552205,"Sorocaba",1
"175",3552809,"Taboão da Serra",1
"176",3553302,"Tambaú",2
"177",3553708,"Taquaritinga",3
"178",3553807,"Taquarituba",1
"179",3553906,"Tarabai",1
"180",3554102,"Taubaté",1
"181",3554300,"Teodoro Sampaio",1
"182",3554805,"Tremembé",1
"183",3555109,"Tupi Paulista",1
"184",3556206,"Valinhos",1
"185",3556354,"Vargem",1
"186",3556503,"Várzea Paulista",1
"187",3557006,"Votorantim",1
"188",3557105,"Votuporanga",1
"189",3557154,"Zacarias",2
