"","CO_MUNICIPIO","NOME_MUNICIPIO","QTD"
"110",3531001,"Monções",1
"111",3531803,"Monte Mor",6
"112",3531902,"Morro Agudo",3
"113",3533502,"Novo Horizonte",2
"114",3534708,"Ourinhos",20
"115",3534807,"Ouro Verde",2
"116",3535309,"Palmital",3
"117",3535408,"Panorama",82
"118",3535507,"Paraguaçu Paulista",2
"119",3535606,"Paraibuna",4
"120",3536000,"Parapuã",1
"121",3536406,"Paulicéia",20
"122",3536604,"Paulo de Faria",1
"123",3536703,"Pederneiras",6
"124",3536802,"Pedra Bela",4
"125",3537107,"Pedreira",3
"126",3537305,"Penápolis",23
"127",3537404,"Pereira Barreto",1
"128",3537503,"Pereiras",3
"129",3537800,"Piedade",3
"130",3537909,"Pilar do Sul",4
"131",3538204,"Pinhalzinho",3
"132",3538600,"Piracaia",14
"133",3538709,"Piracicaba",26
"134",3538808,"Piraju",1
"135",3539509,"Pitangueiras",2
"136",3539608,"Planalto",5
"137",3540507,"Porangaba",2
"138",3540606,"Porto Feliz",5
"139",3540705,"Porto Ferreira",20
"140",3541307,"Presidente Epitácio",9
"141",3541406,"Presidente Prudente",1
"142",3541604,"Promissão",2
"143",3542404,"Regente Feijó",1
"144",3542602,"Registro",2
"145",3543204,"Ribeirão do Sul",2
"146",3543402,"Ribeirão Preto",2
"147",3543709,"Rincão",11
"148",3543907,"Rio Claro",23
"149",3544103,"Rio Grande da Serra",1
"150",3544806,"Sales",1
"151",3545159,"Saltinho",3
"152",3545209,"Salto",7
"153",3545308,"Salto de Pirapora",2
"154",3545803,"Santa Bárbara d'Oeste",1
"155",3546207,"Santa Cruz da Conceição",7
"156",3546256,"Santa Cruz da Esperança",2
"157",3546306,"Santa Cruz das Palmeiras",2
"158",3546702,"Santa Gertrudes",15
"159",3547502,"Santa Rita do Passa Quatro",2
"160",3547601,"Santa Rosa de Viterbo",2
"161",3548005,"Santo Antônio de Posse",1
"162",3548054,"Santo Antônio do Aracanguá",1
"163",3548104,"Santo Antônio do Jardim",17
"164",3548401,"Santópolis do Aguapeí",2
"165",3548609,"São Bento do Sapucaí",1
"166",3548708,"São Bernardo do Campo",1
"167",3548807,"São Caetano do Sul",1
"168",3549102,"São João da Boa Vista",11
"169",3549706,"São José do Rio Pardo",3
"170",3549904,"São José dos Campos",1
"171",3550308,"São Paulo",15
"172",3550407,"São Pedro",2
"173",3550803,"São Sebastião da Grama",1
"174",3551603,"Serra Negra",1
"175",3552106,"Socorro",21
"176",3552205,"Sorocaba",5
"177",3552502,"Suzano",2
"178",3552809,"Taboão da Serra",1
"179",3553302,"Tambaú",64
"180",3553500,"Tapiraí",1
"181",3553807,"Taquarituba",6
"182",3554003,"Tatuí",35
"183",3554102,"Taubaté",2
"184",3554300,"Teodoro Sampaio",5
"185",3554508,"Tietê",2
"186",3554805,"Tremembé",4
"187",3554904,"Três Fronteiras",1
"188",3555000,"Tupã",2
"189",3555109,"Tupi Paulista",2
"190",3555356,"Ubarana",3
"191",3555604,"Uchoa",1
"192",3556008,"Urupês",1
"193",3556206,"Valinhos",5
"194",3556354,"Vargem",18
"195",3556404,"Vargem Grande do Sul",39
"196",3556503,"Várzea Paulista",3
"197",3556701,"Vinhedo",5
"198",3557154,"Zacarias",1
"199",3557303,"Estiva Gerbi",1
