"","CNAE 2.0 Classe","Ind Atividade Ano","Ind CEI Vinculado","Ind Estab Participa PAT","Ind Rais Negativa","Ind Simples","Município","Natureza Jurídica","CNAE 2.0 Subclasse","Tamanho Estabelecimento","Tipo Estab","Tipo Estab_1","UF","IBGE Subsetor","CEP Estab","Qtd_Vinc_CLT","Qtd_Vinc_Ativos","Qtd_Vinc_Estat","CO_MUNICIPIO","SGL_UF","DS_MESORREGIAO","DS_MICRORREGIAO","NOME_MUNICIPIO","LATITUDE","LONGITUDE"
"1","25438",1,0,0,0,1,355220,2062,"2543800","04","01","Cnpj",35,"03",18086602,11,11,0,3552205,"SP","Macro Metropolitana Paulista","Sorocaba","Sorocaba","-23.4969","-47.4451"
"2","25438",1,0,0,0,1,352900,2305,"2543800","02","01","Cnpj",35,"03",17523400,1,1,0,3529005,"SP","Marília","Marília","Marília","-22.2171","-49.9501"
"3","25438",1,0,0,0,1,354080,2062,"2543800","02","01","Cnpj",35,"03",15105000,2,2,0,3540804,"SP","São José do Rio Preto","São José do Rio Preto","Potirendaba","-21.0428","-49.3815"
"4","25438",1,0,0,0,1,350760,2135,"2543800","02","01","Cnpj",35,"03",12904140,4,4,0,3507605,"SP","Macro Metropolitana Paulista","Bragança Paulista","Bragança Paulista","-22.9527","-46.5419"
"5","25438",1,0,0,0,1,350590,2135,"2543800","02","01","Cnpj",35,"03",14300000,1,1,0,3505906,"SP","Ribeirão Preto","Batatais","Batatais","-20.8929","-47.5921"
"6","25438",1,0,0,0,1,350760,2062,"2543800","03","01","Cnpj",35,"03",12926162,8,8,0,3507605,"SP","Macro Metropolitana Paulista","Bragança Paulista","Bragança Paulista","-22.9527","-46.5419"
"7","25438",1,0,0,0,1,355170,2135,"2543800","02","01","Cnpj",35,"03",14161382,1,1,0,3551702,"SP","Ribeirão Preto","Ribeirão Preto","Sertãozinho","-21.1316","-47.9875"
"8","25438",1,0,0,0,0,355030,2062,"2543800","02","01","Cnpj",35,"03",3413010,1,1,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"9","25438",1,0,0,0,1,355030,2062,"2543800","04","01","Cnpj",35,"03",4689005,19,19,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"10","25438",1,0,0,0,1,354890,2135,"2543800","02","01","Cnpj",35,"03",13566611,2,2,0,3548906,"SP","Araraquara","São Carlos","São Carlos","-22.0174","-47.886"
