"","CO_MUNICIPIO","NOME_MUNICIPIO","QTD"
"235",3548708,"São Bernardo do Campo",64
"236",3548807,"São Caetano do Sul",26
"237",3548906,"São Carlos",16
"238",3549102,"São João da Boa Vista",9
"239",3549409,"São Joaquim da Barra",7
"240",3549706,"São José do Rio Pardo",1
"241",3549805,"São José do Rio Preto",36
"242",3549904,"São José dos Campos",9
"243",3549953,"São Lourenço da Serra",1
"244",3550209,"São Miguel Arcanjo",2
"245",3550308,"São Paulo",467
"246",3550407,"São Pedro",1
"247",3550605,"São Roque",6
"248",3550803,"São Sebastião da Grama",2
"249",3550902,"São Simão",3
"250",3551108,"Sarapuí",1
"251",3551504,"Serrana",1
"252",3551702,"Sertãozinho",23
"253",3551900,"Severínia",1
"254",3552106,"Socorro",1
"255",3552205,"Sorocaba",20
"256",3552403,"Sumaré",23
"257",3552502,"Suzano",3
"258",3552601,"Tabapuã",1
"259",3552700,"Tabatinga",1
"260",3552809,"Taboão da Serra",10
"261",3553104,"Taiaçu",1
"262",3553302,"Tambaú",5
"263",3553401,"Tanabi",1
"264",3553708,"Taquaritinga",4
"265",3553807,"Taquarituba",1
"266",3553856,"Taquarivaí",1
"267",3554003,"Tatuí",2
"268",3554102,"Taubaté",1
"269",3554409,"Terra Roxa",1
"270",3554508,"Tietê",7
"271",3554706,"Torrinha",1
"272",3554805,"Tremembé",1
"273",3555000,"Tupã",5
"274",3555802,"Urânia",1
"275",3556107,"Valentim Gentil",1
"276",3556206,"Valinhos",8
"277",3556404,"Vargem Grande do Sul",2
"278",3556453,"Vargem Grande Paulista",2
"279",3556503,"Várzea Paulista",1
"280",3556602,"Vera Cruz",2
"281",3556701,"Vinhedo",9
"282",3556800,"Viradouro",2
"283",3557006,"Votorantim",3
"284",3557105,"Votuporanga",2
"285",3557303,"Estiva Gerbi",1
