"","CO_MUNICIPIO","NOME_MUNICIPIO","QTD"
"210",3550001,"São Luiz do Paraitinga",1
"211",3550308,"São Paulo",694
"212",3550605,"São Roque",7
"213",3550803,"São Sebastião da Grama",3
"214",3550902,"São Simão",1
"215",3551009,"São Vicente",5
"216",3551108,"Sarapuí",1
"217",3551603,"Serra Negra",1
"218",3551702,"Sertãozinho",6
"219",3552106,"Socorro",2
"220",3552205,"Sorocaba",40
"221",3552403,"Sumaré",7
"222",3552502,"Suzano",17
"223",3552809,"Taboão da Serra",9
"224",3553203,"Taiúva",3
"225",3553401,"Tanabi",3
"226",3553500,"Tapiraí",1
"227",3553708,"Taquaritinga",2
"228",3553807,"Taquarituba",1
"229",3553955,"Tarumã",1
"230",3554003,"Tatuí",13
"231",3554102,"Taubaté",17
"232",3554508,"Tietê",1
"233",3554805,"Tremembé",2
"234",3555000,"Tupã",4
"235",3555356,"Ubarana",1
"236",3556008,"Urupês",1
"237",3556206,"Valinhos",10
"238",3556305,"Valparaíso",1
"239",3556404,"Vargem Grande do Sul",2
"240",3556453,"Vargem Grande Paulista",2
"241",3556701,"Vinhedo",4
"242",3556800,"Viradouro",2
"243",3557006,"Votorantim",4
"244",3557105,"Votuporanga",16
