"","CO_MUNICIPIO","NOME_MUNICIPIO","QTD"
"213",3543808,"Rinópolis",4
"214",3543907,"Rio Claro",2
"215",3544004,"Rio das Pedras",1
"216",3544251,"Rosana",3
"217",3544608,"Sabino",1
"218",3544707,"Sagres",5
"219",3544905,"Sales Oliveira",2
"220",3545100,"Salmourão",5
"221",3545209,"Salto",1
"222",3545308,"Salto de Pirapora",1
"223",3546009,"Santa Branca",3
"224",3546256,"Santa Cruz da Esperança",4
"225",3546306,"Santa Cruz das Palmeiras",4
"226",3546405,"Santa Cruz do Rio Pardo",46
"227",3546603,"Santa Fé do Sul",1
"228",3547205,"Santana da Ponte Pensa",1
"229",3547502,"Santa Rita do Passa Quatro",8
"230",3547601,"Santa Rosa de Viterbo",3
"231",3547650,"Santa Salete",1
"232",3547809,"Santo André",1
"233",3547908,"Santo Antônio da Alegria",189
"234",3548005,"Santo Antônio de Posse",4
"235",3548104,"Santo Antônio do Jardim",428
"236",3548500,"Santos",1
"237",3548906,"São Carlos",8
"238",3549102,"São João da Boa Vista",127
"239",3549300,"São João do Pau d'Alho",18
"240",3549508,"São José da Bela Vista",35
"241",3549706,"São José do Rio Pardo",93
"242",3549805,"São José do Rio Preto",1
"243",3549904,"São José dos Campos",3
"244",3550001,"São Luiz do Paraitinga",1
"245",3550100,"São Manuel",111
"246",3550308,"São Paulo",18
"247",3550407,"São Pedro",1
"248",3550506,"São Pedro do Turvo",10
"249",3550803,"São Sebastião da Grama",153
"250",3550902,"São Simão",3
"251",3551108,"Sarapuí",1
"252",3551207,"Sarutaiá",27
"253",3551306,"Sebastianópolis do Sul",3
"254",3551405,"Serra Azul",1
"255",3551603,"Serra Negra",89
"256",3552106,"Socorro",29
"257",3552205,"Sorocaba",4
"258",3552700,"Tabatinga",10
"259",3552908,"Taciba",1
"260",3553005,"Taguaí",6
"261",3553302,"Tambaú",12
"262",3553401,"Tanabi",58
"263",3553609,"Tapiratiba",37
"264",3553807,"Taquarituba",39
"265",3554201,"Tejupá",129
"266",3554508,"Tietê",2
"267",3554607,"Timburi",14
"268",3554706,"Torrinha",231
"269",3554904,"Três Fronteiras",1
"270",3554953,"Tuiuti",7
"271",3555000,"Tupã",4
"272",3555109,"Tupi Paulista",10
"273",3555208,"Turiúba",1
"274",3555505,"Ubirajara",2
"275",3555901,"Uru",21
"276",3556008,"Urupês",1
"277",3556107,"Valentim Gentil",5
"278",3556305,"Valparaíso",1
"279",3556354,"Vargem",1
"280",3556404,"Vargem Grande do Sul",18
"281",3556602,"Vera Cruz",73
"282",3556701,"Vinhedo",1
"283",3556958,"Vitória Brasil",2
"284",3557105,"Votuporanga",3
"285",3557204,"Chavantes",1
