"","CNAE 2.0 Classe","Ind Atividade Ano","Ind CEI Vinculado","Ind Estab Participa PAT","Ind Rais Negativa","Ind Simples","Município","Natureza Jurídica","CNAE 2.0 Subclasse","Tamanho Estabelecimento","Tipo Estab","Tipo Estab_1","UF","IBGE Subsetor","CEP Estab","Qtd_Vinc_CLT","Qtd_Vinc_Ativos","Qtd_Vinc_Estat","CO_MUNICIPIO","SGL_UF","DS_MESORREGIAO","DS_MICRORREGIAO","NOME_MUNICIPIO","LATITUDE","LONGITUDE"
"1","32116",1,0,0,0,1,353930,2135,"3211602","04","01","Cnpj",35,"09",13631030,16,16,0,3539301,"SP","Campinas","Pirassununga","Pirassununga","-21.996","-47.4257"
"2","32116",1,0,0,0,1,354980,2062,"3211602","02","01","Cnpj",35,"09",15025035,2,2,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"3","32116",1,0,0,0,1,354980,2062,"3211602","02","01","Cnpj",35,"09",15050305,4,4,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"4","32116",1,0,0,0,1,354980,2062,"3211602","02","01","Cnpj",35,"09",15013080,4,4,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"5","32116",1,0,0,0,0,354980,2062,"3211602","03","01","Cnpj",35,"09",15050040,8,8,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"6","32116",1,0,0,0,1,350160,2062,"3211602","02","01","Cnpj",35,"09",13465500,2,2,0,3501608,"SP","Campinas","Campinas","Americana","-22.7374","-47.3331"
"7","32116",1,0,0,0,0,354980,2135,"3211602","02","01","Cnpj",35,"09",15030625,1,1,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"8","32116",1,0,0,0,1,355030,2135,"3211602","02","01","Cnpj",35,"09",5417010,1,1,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"9","32116",1,0,0,0,0,351620,2062,"3211602","01","01","Cnpj",35,"09",14400440,0,0,0,3516200,"SP","Ribeirão Preto","Franca","Franca","-20.5352","-47.4039"
"10","32116",1,0,0,0,1,354980,2135,"3211602","02","01","Cnpj",35,"09",15043480,1,1,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"11","32116",1,0,0,0,1,354980,2062,"3211602","04","01","Cnpj",35,"09",15050480,16,16,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"12","32116",1,0,0,0,1,350160,2305,"3211602","01","01","Cnpj",35,"09",13473010,0,0,0,3501608,"SP","Campinas","Campinas","Americana","-22.7374","-47.3331"
"13","32116",1,0,0,0,1,355030,2135,"3211602","04","01","Cnpj",35,"09",1004000,14,14,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"14","32116",1,0,0,0,0,354980,2062,"3211602","02","01","Cnpj",35,"09",15093020,1,1,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"15","32116",1,0,0,0,1,352690,2135,"3211602","02","01","Cnpj",35,"09",13480475,3,3,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"16","32116",1,0,0,0,1,355030,2062,"3211602","03","01","Cnpj",35,"09",1005000,5,5,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"17","32116",1,0,0,0,0,350410,2305,"3211602","02","01","Cnpj",35,"09",12951470,1,1,0,3504107,"SP","Macro Metropolitana Paulista","Bragança Paulista","Atibaia","-23.1171","-46.5563"
"18","32116",1,0,0,0,1,354980,2062,"3211602","03","01","Cnpj",35,"09",15076180,8,8,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"19","32116",1,0,0,0,0,352690,2135,"3211602","02","01","Cnpj",35,"09",13485212,1,1,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"20","32116",1,0,1,0,1,354980,2305,"3211602","05","01","Cnpj",35,"09",15090140,21,21,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"21","32116",1,0,0,0,1,354980,2305,"3211602","03","01","Cnpj",35,"09",15050180,6,6,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"22","32116",1,0,0,0,1,352690,2062,"3211602","02","01","Cnpj",35,"09",13480470,1,1,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"23","32116",1,0,0,0,1,352690,2062,"3211602","03","01","Cnpj",35,"09",13485333,8,8,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"24","32116",1,0,0,0,0,354980,2062,"3211602","04","01","Cnpj",35,"09",15030200,11,11,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"25","32116",1,0,0,0,0,354980,2062,"3211602","05","01","Cnpj",35,"09",15025030,20,20,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"26","32116",1,0,0,0,1,355030,2305,"3211602","02","01","Cnpj",35,"09",1501000,4,4,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"27","32116",1,0,0,0,1,350320,2305,"3211602","01","01","Cnpj",35,"09",14800390,0,0,0,3503208,"SP","Araraquara","Araraquara","Araraquara","-21.7845","-48.178"
"28","32116",1,0,0,0,0,352690,2305,"3211602","04","01","Cnpj",35,"09",13480470,11,11,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"29","32116",1,0,0,0,1,354980,2305,"3211602","04","01","Cnpj",35,"09",15054505,14,14,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"30","32116",1,0,0,0,1,352690,2062,"3211602","03","01","Cnpj",35,"09",13486030,5,5,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"31","32116",1,0,0,0,1,354980,2135,"3211602","02","01","Cnpj",35,"09",15025070,3,3,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"32","32116",1,0,0,0,1,355030,2135,"3211602","03","01","Cnpj",35,"09",4461050,6,6,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"33","32116",1,0,0,0,1,355030,2305,"3211602","02","01","Cnpj",35,"09",1541030,3,3,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"34","32116",1,0,0,0,1,355030,2062,"3211602","02","01","Cnpj",35,"09",3507000,4,4,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"35","32116",1,0,0,0,1,354980,2305,"3211602","04","01","Cnpj",35,"09",15035050,11,11,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"36","32116",1,0,0,0,1,355030,2062,"3211602","04","01","Cnpj",35,"09",1412100,18,18,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"37","32116",1,0,0,0,1,352690,2062,"3211602","04","01","Cnpj",35,"09",13481008,15,15,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"38","32116",1,0,0,0,1,354980,2305,"3211602","04","01","Cnpj",35,"09",15010060,16,16,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"39","32116",1,0,0,0,1,352690,2305,"3211602","05","01","Cnpj",35,"09",13481212,27,27,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"40","32116",1,0,0,0,1,355030,2135,"3211602","01","01","Cnpj",35,"09",1004000,0,0,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"41","32116",1,0,0,0,1,355030,2062,"3211602","03","01","Cnpj",35,"09",1124000,5,5,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"42","32116",1,0,0,0,0,354980,2305,"3211602","04","01","Cnpj",35,"09",15060015,14,14,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"43","32116",1,0,0,0,1,355030,2062,"3211602","02","01","Cnpj",35,"09",5170060,2,2,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"44","32116",1,0,0,0,1,354980,2305,"3211602","05","01","Cnpj",35,"09",15025020,27,27,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"45","32116",1,0,0,0,1,352670,2135,"3211602","03","01","Cnpj",35,"09",13610230,7,7,0,3526704,"SP","Piracicaba","Limeira","Leme","-22.1809","-47.3841"
"46","32116",1,0,0,0,1,355030,2135,"3211602","02","01","Cnpj",35,"09",4535080,2,2,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"47","32116",1,0,0,0,0,354980,2062,"3211602","01","01","Cnpj",35,"09",15014300,0,0,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"48","32116",1,0,0,0,1,352690,2062,"3211602","02","01","Cnpj",35,"09",13484454,1,1,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"49","32116",1,0,0,0,1,352690,2062,"3211602","06","01","Cnpj",35,"09",13481006,58,58,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"50","32116",1,0,0,0,1,352690,2135,"3211602","02","01","Cnpj",35,"09",13481006,1,1,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"51","32116",1,0,0,0,1,352690,2305,"3211602","05","01","Cnpj",35,"09",13482300,21,21,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"52","32116",1,0,0,0,1,353730,2305,"3211602","02","01","Cnpj",35,"09",16300035,1,1,0,3537305,"SP","Araçatuba","Birigui","Penápolis","-21.4148","-50.0769"
"53","32116",1,0,0,0,1,355030,2062,"3211602","03","01","Cnpj",35,"09",2945170,5,5,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"54","32116",1,0,0,0,1,355030,2062,"3211602","04","01","Cnpj",35,"09",3066070,13,13,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
"55","32116",1,0,0,0,1,352690,2062,"3211602","02","01","Cnpj",35,"09",13486451,4,4,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"56","32116",1,0,0,0,1,352690,2135,"3211602","02","01","Cnpj",35,"09",13482060,1,1,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"57","32116",1,0,0,0,1,354980,2062,"3211602","02","01","Cnpj",35,"09",15086130,4,4,0,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758"
"58","32116",1,0,0,0,1,351620,2135,"3211602","02","01","Cnpj",35,"09",14400660,3,3,0,3516200,"SP","Ribeirão Preto","Franca","Franca","-20.5352","-47.4039"
"59","32116",1,0,0,0,1,352690,2305,"3211602","05","01","Cnpj",35,"09",13487260,21,21,0,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397"
"60","32116",1,0,0,0,1,353470,2062,"3211602","03","01","Cnpj",35,"09",19900150,6,6,0,3534708,"SP","Assis","Ourinhos","Ourinhos","-22.9797","-49.8697"
"61","32116",1,0,0,0,0,355030,2054,"3211602","07","01","Cnpj",35,"09",5411002,215,215,0,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395"
