"","CO_MUNICIPIO","NOME_MUNICIPIO","QTD"
"313",3536570,"Paulistânia",1
"314",3536604,"Paulo de Faria",2
"315",3536703,"Pederneiras",9
"316",3536802,"Pedra Bela",3
"317",3537008,"Pedregulho",3
"318",3537107,"Pedreira",22
"319",3537305,"Penápolis",37
"320",3537404,"Pereira Barreto",6
"321",3537503,"Pereiras",8
"322",3537602,"Peruíbe",7
"323",3537800,"Piedade",3
"324",3537909,"Pilar do Sul",6
"325",3538006,"Pindamonhangaba",23
"326",3538105,"Pindorama",7
"327",3538204,"Pinhalzinho",18
"328",3538303,"Piquerobi",4
"329",3538501,"Piquete",1
"330",3538600,"Piracaia",31
"331",3538709,"Piracicaba",75
"332",3538808,"Piraju",20
"333",3538907,"Pirajuí",8
"334",3539004,"Pirangi",3
"335",3539103,"Pirapora do Bom Jesus",1
"336",3539202,"Pirapozinho",12
"337",3539301,"Pirassununga",14
"338",3539400,"Piratininga",2
"339",3539509,"Pitangueiras",5
"340",3539608,"Planalto",1
"341",3539806,"Poá",48
"342",3539905,"Poloni",1
"343",3540002,"Pompéia",4
"344",3540101,"Pongaí",7
"345",3540200,"Pontal",3
"346",3540259,"Pontalinda",4
"347",3540309,"Pontes Gestal",1
"348",3540507,"Porangaba",2
"349",3540606,"Porto Feliz",41
"350",3540705,"Porto Ferreira",18
"351",3540754,"Potim",5
"352",3540804,"Potirendaba",19
"353",3540853,"Pracinha",1
"354",3540903,"Pradópolis",1
"355",3541000,"Praia Grande",28
"356",3541208,"Presidente Bernardes",1
"357",3541307,"Presidente Epitácio",7
"358",3541406,"Presidente Prudente",99
"359",3541505,"Presidente Venceslau",25
"360",3541604,"Promissão",3
"361",3541653,"Quadra",1
"362",3541703,"Quatá",2
"363",3542107,"Rafard",26
"364",3542206,"Rancharia",5
"365",3542305,"Redenção da Serra",2
"366",3542404,"Regente Feijó",4
"367",3542503,"Reginópolis",1
"368",3542602,"Registro",8
"369",3542701,"Restinga",4
"370",3542909,"Ribeirão Bonito",1
"371",3543006,"Ribeirão Branco",2
"372",3543204,"Ribeirão do Sul",3
"373",3543238,"Ribeirão dos Índios",2
"374",3543253,"Ribeirão Grande",1
"375",3543303,"Ribeirão Pires",27
"376",3543402,"Ribeirão Preto",190
"377",3543501,"Riversul",2
"378",3543600,"Rifaina",2
"379",3543709,"Rincão",1
"380",3543808,"Rinópolis",2
"381",3543907,"Rio Claro",67
"382",3544004,"Rio das Pedras",16
"383",3544103,"Rio Grande da Serra",3
"384",3544202,"Riolândia",1
"385",3544251,"Rosana",4
"386",3544301,"Roseira",5
"387",3544400,"Rubiácea",1
"388",3544707,"Sagres",2
"389",3544806,"Sales",5
"390",3544905,"Sales Oliveira",5
"391",3545100,"Salmourão",1
"392",3545159,"Saltinho",9
"393",3545209,"Salto",38
"394",3545308,"Salto de Pirapora",5
"395",3545506,"Sandovalina",1
"396",3545605,"Santa Adélia",5
"397",3545803,"Santa Bárbara d'Oeste",197
"398",3546009,"Santa Branca",8
"399",3546306,"Santa Cruz das Palmeiras",8
"400",3546405,"Santa Cruz do Rio Pardo",19
"401",3546603,"Santa Fé do Sul",13
"402",3546702,"Santa Gertrudes",5
"403",3546801,"Santa Isabel",38
"404",3547304,"Santana de Parnaíba",30
"405",3547502,"Santa Rita do Passa Quatro",14
"406",3547601,"Santa Rosa de Viterbo",13
"407",3547700,"Santo Anastácio",8
"408",3547809,"Santo André",234
"409",3547908,"Santo Antônio da Alegria",10
"410",3548005,"Santo Antônio de Posse",2
"411",3548054,"Santo Antônio do Aracanguá",3
"412",3548104,"Santo Antônio do Jardim",3
"413",3548401,"Santópolis do Aguapeí",2
"414",3548500,"Santos",83
"415",3548609,"São Bento do Sapucaí",2
"416",3548708,"São Bernardo do Campo",170
"417",3548807,"São Caetano do Sul",76
"418",3548906,"São Carlos",89
"419",3549102,"São João da Boa Vista",28
"420",3549250,"São João de Iracema",1
"421",3549409,"São Joaquim da Barra",8
"422",3549607,"São José do Barreiro",1
"423",3549706,"São José do Rio Pardo",34
"424",3549805,"São José do Rio Preto",345
"425",3549904,"São José dos Campos",90
"426",3549953,"São Lourenço da Serra",2
"427",3550100,"São Manuel",7
"428",3550209,"São Miguel Arcanjo",6
"429",3550308,"São Paulo",11132
"430",3550407,"São Pedro",20
"431",3550506,"São Pedro do Turvo",3
"432",3550605,"São Roque",21
"433",3550704,"São Sebastião",5
"434",3550803,"São Sebastião da Grama",3
"435",3550902,"São Simão",12
"436",3551009,"São Vicente",34
"437",3551207,"Sarutaiá",3
"438",3551306,"Sebastianópolis do Sul",5
"439",3551504,"Serrana",11
"440",3551603,"Serra Negra",57
"441",3551702,"Sertãozinho",16
"442",3551801,"Sete Barras",2
"443",3551900,"Severínia",6
"444",3552106,"Socorro",102
"445",3552205,"Sorocaba",155
"446",3552403,"Sumaré",52
"447",3552502,"Suzano",77
"448",3552551,"Suzanápolis",1
"449",3552601,"Tabapuã",9
"450",3552700,"Tabatinga",6
"451",3552809,"Taboão da Serra",51
"452",3553005,"Taguaí",88
"453",3553104,"Taiaçu",2
"454",3553302,"Tambaú",10
"455",3553401,"Tanabi",10
"456",3553500,"Tapiraí",2
"457",3553609,"Tapiratiba",5
"458",3553708,"Taquaritinga",30
"459",3553807,"Taquarituba",17
"460",3553906,"Tarabai",2
"461",3553955,"Tarumã",1
"462",3554003,"Tatuí",23
"463",3554102,"Taubaté",42
"464",3554201,"Tejupá",10
"465",3554300,"Teodoro Sampaio",3
"466",3554409,"Terra Roxa",3
"467",3554508,"Tietê",109
"468",3554607,"Timburi",1
"469",3554706,"Torrinha",7
"470",3554805,"Tremembé",4
"471",3554904,"Três Fronteiras",2
"472",3554953,"Tuiuti",3
"473",3555000,"Tupã",30
"474",3555109,"Tupi Paulista",3
"475",3555208,"Turiúba",1
"476",3555307,"Turmalina",1
"477",3555356,"Ubarana",1
"478",3555406,"Ubatuba",24
"479",3555604,"Uchoa",3
"480",3555703,"União Paulista",1
"481",3555802,"Urânia",3
"482",3555901,"Uru",1
"483",3556008,"Urupês",83
"484",3556107,"Valentim Gentil",5
"485",3556206,"Valinhos",39
"486",3556305,"Valparaíso",2
"487",3556354,"Vargem",1
"488",3556404,"Vargem Grande do Sul",14
"489",3556453,"Vargem Grande Paulista",10
"490",3556503,"Várzea Paulista",28
"491",3556602,"Vera Cruz",2
"492",3556701,"Vinhedo",15
"493",3556800,"Viradouro",12
"494",3556909,"Vista Alegre do Alto",2
"495",3556958,"Vitória Brasil",1
"496",3557006,"Votorantim",26
"497",3557105,"Votuporanga",60
"498",3557204,"Chavantes",3
