"","CO_MUNICIPIO","NOME_MUNICIPIO.x","QTD"
"119",3510302,"Capela do Alto",0
"120",3510401,"Capivari",2
"121",3510500,"Caraguatatuba",3
"122",3510609,"Carapicuíba",8
"123",3510708,"Cardoso",0
"124",3510807,"Casa Branca",0
"125",3510906,"Cássia dos Coqueiros",0
"126",3511003,"Castilho",0
"127",3511102,"Catanduva",5
"128",3511201,"Catiguá",0
"129",3511300,"Cedral",0
"130",3511409,"Cerqueira César",0
"131",3511508,"Cerquilho",2
"132",3511607,"Cesário Lange",0
"133",3511706,"Charqueada",0
"134",3557204,"Chavantes",0
"135",3511904,"Clementina",0
"136",3512001,"Colina",1
"137",3512100,"Colômbia",0
"138",3512209,"Conchal",0
"139",3512308,"Conchas",0
"140",3512407,"Cordeirópolis",0
"141",3512506,"Coroados",0
"142",3512605,"Coronel Macedo",0
"143",3512704,"Corumbataí",0
"144",3512803,"Cosmópolis",3
"145",3512902,"Cosmorama",0
"146",3513009,"Cotia",16
"147",3513108,"Cravinhos",5
"148",3513207,"Cristais Paulista",0
"149",3513306,"Cruzália",0
"150",3513405,"Cruzeiro",0
"151",3513504,"Cubatão",1
"152",3513603,"Cunha",0
"153",3513702,"Descalvado",1
"154",3513801,"Diadema",22
"155",3513850,"Dirce Reis",0
"156",3513900,"Divinolândia",0
"157",3514007,"Dobrada",0
"158",3514106,"Dois Córregos",1
"159",3514205,"Dolcinópolis",0
"160",3514304,"Dourado",1
"161",3514403,"Dracena",4
"162",3514502,"Duartina",0
"163",3514601,"Dumont",0
"164",3514700,"Echaporã",1
"165",3514809,"Eldorado",0
"166",3514908,"Elias Fausto",0
"167",3514924,"Elisiário",0
"168",3514957,"Embaúba",1
"169",3515004,"Embu das Artes",2
"170",3515103,"Embu-Guaçu",0
"171",3515129,"Emilianópolis",0
"172",3515152,"Engenheiro Coelho",0
"173",3515186,"Espírito Santo do Pinhal",1
"174",3515194,"Espírito Santo do Turvo",0
"175",3557303,"Estiva Gerbi",0
"176",3515301,"Estrela do Norte",0
"177",3515202,"Estrela d'Oeste",0
"178",3515350,"Euclides da Cunha Paulista",0
"179",3515400,"Fartura",1
"180",3515608,"Fernando Prestes",0
"181",3515509,"Fernandópolis",2
"182",3515657,"Fernão",0
"183",3515707,"Ferraz de Vasconcelos",4
"184",3515806,"Flora Rica",0
"185",3515905,"Floreal",0
"186",3516002,"Flórida Paulista",0
"187",3516101,"Florínea",0
"188",3516200,"Franca",19
"189",3516309,"Francisco Morato",4
"190",3516408,"Franco da Rocha",2
"191",3516507,"Gabriel Monteiro",0
"192",3516606,"Gália",1
"193",3516705,"Garça",1
"194",3516804,"Gastão Vidigal",0
"195",3516853,"Gavião Peixoto",0
"196",3516903,"General Salgado",1
"197",3517000,"Getulina",0
"198",3517109,"Glicério",0
"199",3517208,"Guaiçara",1
"200",3517307,"Guaimbê",0
"201",3517406,"Guaíra",2
"202",3517505,"Guapiaçu",0
"203",3517604,"Guapiara",0
"204",3517703,"Guará",1
"205",3517802,"Guaraçaí",0
"206",3517901,"Guaraci",0
"207",3518008,"Guarani d'Oeste",0
"208",3518107,"Guarantã",0
"209",3518206,"Guararapes",1
"210",3518305,"Guararema",0
"211",3518404,"Guaratinguetá",4
"212",3518503,"Guareí",0
"213",3518602,"Guariba",0
"214",3518701,"Guarujá",1
"215",3518800,"Guarulhos",31
"216",3518859,"Guatapará",0
"217",3518909,"Guzolândia",0
"218",3519006,"Herculândia",1
"219",3519055,"Holambra",0
"220",3519071,"Hortolândia",21
"221",3519105,"Iacanga",2
"222",3519204,"Iacri",0
"223",3519253,"Iaras",0
"224",3519303,"Ibaté",1
"225",3519402,"Ibirá",2
"226",3519501,"Ibirarema",0
"227",3519600,"Ibitinga",1
"228",3519709,"Ibiúna",1
"229",3519808,"Icém",1
"230",3519907,"Iepê",1
"231",3520004,"Igaraçu do Tietê",0
"232",3520103,"Igarapava",0
"233",3520202,"Igaratá",0
"234",3520301,"Iguape",1
"235",3520426,"Ilha Comprida",0
"236",3520442,"Ilha Solteira",0
"237",3520400,"Ilhabela",1
"238",3520509,"Indaiatuba",16
"239",3520608,"Indiana",0
"240",3520707,"Indiaporã",0
"241",3520806,"Inúbia Paulista",0
"242",3520905,"Ipaussu",0
"243",3521002,"Iperó",0
"244",3521101,"Ipeúna",0
"245",3521150,"Ipiguá",0
"246",3521200,"Iporanga",0
"247",3521309,"Ipuã",0
"248",3521408,"Iracemápolis",0
"249",3521507,"Irapuã",0
"250",3521606,"Irapuru",0
"251",3521705,"Itaberá",0
"252",3521804,"Itaí",0
"253",3521903,"Itajobi",1
"254",3522000,"Itaju",0
"255",3522109,"Itanhaém",0
"256",3522158,"Itaoca",0
"257",3522208,"Itapecerica da Serra",3
"258",3522307,"Itapetininga",5
"259",3522406,"Itapeva",0
"260",3522505,"Itapevi",1
"261",3522604,"Itapira",6
"262",3522653,"Itapirapuã Paulista",0
"263",3522703,"Itápolis",3
"264",3522802,"Itaporanga",0
"265",3522901,"Itapuí",0
"266",3523008,"Itapura",0
"267",3523107,"Itaquaquecetuba",3
"268",3523206,"Itararé",3
"269",3523305,"Itariri",1
"270",3523404,"Itatiba",10
"271",3523503,"Itatinga",0
"272",3523602,"Itirapina",1
"273",3523701,"Itirapuã",0
"274",3523800,"Itobi",0
"275",3523909,"Itu",12
"276",3524006,"Itupeva",4
"277",3524105,"Ituverava",0
"278",3524204,"Jaborandi",1
"279",3524303,"Jaboticabal",1
"280",3524402,"Jacareí",5
"281",3524501,"Jaci",0
"282",3524600,"Jacupiranga",0
"283",3524709,"Jaguariúna",0
"284",3524808,"Jales",9
"285",3524907,"Jambeiro",0
"286",3525003,"Jandira",0
"287",3525102,"Jardinópolis",2
"288",3525201,"Jarinu",4
"289",3525300,"Jaú",13
"290",3525409,"Jeriquara",0
"291",3525508,"Joanópolis",0
"292",3525607,"João Ramalho",0
"293",3525706,"José Bonifácio",2
"294",3525805,"Júlio Mesquita",0
"295",3525854,"Jumirim",0
"296",3525904,"Jundiaí",20
"297",3526001,"Junqueirópolis",0
"298",3526100,"Juquiá",1
"299",3526209,"Juquitiba",0
"300",3526308,"Lagoinha",0
"301",3526407,"Laranjal Paulista",0
"302",3526506,"Lavínia",0
"303",3526605,"Lavrinhas",0
"304",3526704,"Leme",8
"305",3526803,"Lençóis Paulista",1
"306",3526902,"Limeira",9
"307",3527009,"Lindóia",2
"308",3527108,"Lins",5
"309",3527207,"Lorena",5
"310",3527256,"Lourdes",0
"311",3527306,"Louveira",0
"312",3527405,"Lucélia",0
"313",3527504,"Lucianópolis",0
"314",3527603,"Luís Antônio",0
"315",3527702,"Luiziânia",0
"316",3527801,"Lupércio",0
"317",3527900,"Lutécia",0
"318",3528007,"Macatuba",0
"319",3528106,"Macaubal",0
"320",3528205,"Macedônia",0
"321",3528304,"Magda",0
"322",3528403,"Mairinque",1
"323",3528502,"Mairiporã",7
"324",3528601,"Manduri",0
"325",3528700,"Marabá Paulista",0
"326",3528809,"Maracaí",1
"327",3528858,"Marapoama",0
"328",3528908,"Mariápolis",0
"329",3529005,"Marília",23
"330",3529104,"Marinópolis",0
"331",3529203,"Martinópolis",0
"332",3529302,"Matão",5
"333",3529401,"Mauá",12
"334",3529500,"Mendonça",0
"335",3529609,"Meridiano",0
"336",3529658,"Mesópolis",0
"337",3529708,"Miguelópolis",0
"338",3529807,"Mineiros do Tietê",2
"339",3530003,"Mira Estrela",0
"340",3529906,"Miracatu",0
"341",3530102,"Mirandópolis",2
"342",3530201,"Mirante do Paranapanema",1
"343",3530300,"Mirassol",2
"344",3530409,"Mirassolândia",0
"345",3530508,"Mococa",3
"346",3530607,"Mogi das Cruzes",17
"347",3530706,"Mogi Guaçu",4
"348",3530805,"Mogi Mirim",10
"349",3530904,"Mombuca",0
"350",3531001,"Monções",2
"351",3531100,"Mongaguá",1
"352",3531209,"Monte Alegre do Sul",1
"353",3531308,"Monte Alto",2
"354",3531407,"Monte Aprazível",3
"355",3531506,"Monte Azul Paulista",0
"356",3531605,"Monte Castelo",0
"357",3531803,"Monte Mor",1
"358",3531704,"Monteiro Lobato",0
"359",3531902,"Morro Agudo",1
"360",3532009,"Morungaba",2
"361",3532058,"Motuca",0
"362",3532108,"Murutinga do Sul",1
"363",3532157,"Nantes",0
"364",3532207,"Narandiba",0
"365",3532306,"Natividade da Serra",0
"366",3532405,"Nazaré Paulista",0
"367",3532504,"Neves Paulista",0
"368",3532603,"Nhandeara",0
"369",3532702,"Nipoã",0
"370",3532801,"Nova Aliança",0
"371",3532827,"Nova Campina",0
"372",3532843,"Nova Canaã Paulista",0
"373",3532868,"Nova Castilho",0
"374",3532900,"Nova Europa",0
"375",3533007,"Nova Granada",1
"376",3533106,"Nova Guataporanga",0
"377",3533205,"Nova Independência",0
"378",3533304,"Nova Luzitânia",1
"379",3533403,"Nova Odessa",3
"380",3533254,"Novais",0
"381",3533502,"Novo Horizonte",2
"382",3533601,"Nuporanga",0
"383",3533700,"Ocauçu",0
"384",3533809,"Óleo",0
"385",3533908,"Olímpia",1
"386",3534005,"Onda Verde",1
"387",3534104,"Oriente",0
"388",3534203,"Orindiúva",0
"389",3534302,"Orlândia",4
"390",3534401,"Osasco",16
"391",3534500,"Oscar Bressane",0
"392",3534609,"Osvaldo Cruz",9
"393",3534708,"Ourinhos",12
"394",3534807,"Ouro Verde",0
"395",3534757,"Ouroeste",1
"396",3534906,"Pacaembu",0
"397",3535002,"Palestina",0
"398",3535101,"Palmares Paulista",2
"399",3535200,"Palmeira d'Oeste",0
"400",3535309,"Palmital",2
"401",3535408,"Panorama",0
"402",3535507,"Paraguaçu Paulista",3
"403",3535606,"Paraibuna",1
"404",3535705,"Paraíso",0
"405",3535804,"Paranapanema",2
"406",3535903,"Paranapuã",0
"407",3536000,"Parapuã",0
"408",3536109,"Pardinho",0
"409",3536208,"Pariquera-Açu",1
"410",3536257,"Parisi",0
"411",3536307,"Patrocínio Paulista",0
"412",3536406,"Paulicéia",0
"413",3536505,"Paulínia",5
"414",3536570,"Paulistânia",0
"415",3536604,"Paulo de Faria",0
"416",3536703,"Pederneiras",3
"417",3536802,"Pedra Bela",0
"418",3536901,"Pedranópolis",2
"419",3537008,"Pedregulho",0
"420",3537107,"Pedreira",0
"421",3537156,"Pedrinhas Paulista",1
"422",3537206,"Pedro de Toledo",0
"423",3537305,"Penápolis",2
"424",3537404,"Pereira Barreto",0
"425",3537503,"Pereiras",0
"426",3537602,"Peruíbe",1
"427",3537701,"Piacatu",0
"428",3537800,"Piedade",0
"429",3537909,"Pilar do Sul",0
"430",3538006,"Pindamonhangaba",5
"431",3538105,"Pindorama",0
"432",3538204,"Pinhalzinho",1
"433",3538303,"Piquerobi",0
"434",3538501,"Piquete",0
"435",3538600,"Piracaia",1
"436",3538709,"Piracicaba",28
"437",3538808,"Piraju",1
"438",3538907,"Pirajuí",2
"439",3539004,"Pirangi",0
"440",3539103,"Pirapora do Bom Jesus",0
"441",3539202,"Pirapozinho",0
"442",3539301,"Pirassununga",11
"443",3539400,"Piratininga",2
"444",3539509,"Pitangueiras",0
"445",3539608,"Planalto",0
"446",3539707,"Platina",0
"447",3539806,"Poá",8
"448",3539905,"Poloni",0
"449",3540002,"Pompéia",1
"450",3540101,"Pongaí",1
"451",3540200,"Pontal",0
"452",3540259,"Pontalinda",0
"453",3540309,"Pontes Gestal",0
"454",3540408,"Populina",0
"455",3540507,"Porangaba",0
"456",3540606,"Porto Feliz",2
"457",3540705,"Porto Ferreira",2
"458",3540754,"Potim",0
"459",3540804,"Potirendaba",0
"460",3540853,"Pracinha",0
"461",3540903,"Pradópolis",0
"462",3541000,"Praia Grande",6
"463",3541059,"Pratânia",0
"464",3541109,"Presidente Alves",0
"465",3541208,"Presidente Bernardes",0
"466",3541307,"Presidente Epitácio",1
"467",3541406,"Presidente Prudente",16
"468",3541505,"Presidente Venceslau",1
"469",3541604,"Promissão",0
"470",3541653,"Quadra",0
"471",3541703,"Quatá",0
"472",3541802,"Queiroz",0
"473",3541901,"Queluz",0
"474",3542008,"Quintana",0
"475",3542107,"Rafard",0
"476",3542206,"Rancharia",1
"477",3542305,"Redenção da Serra",0
"478",3542404,"Regente Feijó",0
"479",3542503,"Reginópolis",0
"480",3542602,"Registro",5
"481",3542701,"Restinga",0
"482",3542800,"Ribeira",0
"483",3542909,"Ribeirão Bonito",1
"484",3543006,"Ribeirão Branco",0
"485",3543105,"Ribeirão Corrente",0
"486",3543204,"Ribeirão do Sul",0
"487",3543238,"Ribeirão dos Índios",0
"488",3543253,"Ribeirão Grande",0
"489",3543303,"Ribeirão Pires",2
"490",3543402,"Ribeirão Preto",83
"491",3543600,"Rifaina",1
"492",3543709,"Rincão",0
"493",3543808,"Rinópolis",1
"494",3543907,"Rio Claro",30
"495",3544004,"Rio das Pedras",0
"496",3544103,"Rio Grande da Serra",0
"497",3544202,"Riolândia",0
"498",3543501,"Riversul",0
"499",3544251,"Rosana",0
"500",3544301,"Roseira",0
"501",3544400,"Rubiácea",0
"502",3544509,"Rubinéia",1
"503",3544608,"Sabino",0
"504",3544707,"Sagres",0
"505",3544806,"Sales",0
"506",3544905,"Sales Oliveira",0
"507",3545001,"Salesópolis",0
"508",3545100,"Salmourão",0
"509",3545159,"Saltinho",0
"510",3545209,"Salto",3
"511",3545308,"Salto de Pirapora",0
"512",3545407,"Salto Grande",0
"513",3545506,"Sandovalina",0
"514",3545605,"Santa Adélia",0
"515",3545704,"Santa Albertina",0
"516",3545803,"Santa Bárbara d'Oeste",5
"517",3546009,"Santa Branca",0
"518",3546108,"Santa Clara d'Oeste",0
"519",3546207,"Santa Cruz da Conceição",1
"520",3546256,"Santa Cruz da Esperança",0
"521",3546306,"Santa Cruz das Palmeiras",2
"522",3546405,"Santa Cruz do Rio Pardo",1
"523",3546504,"Santa Ernestina",0
"524",3546603,"Santa Fé do Sul",3
"525",3546702,"Santa Gertrudes",0
"526",3546801,"Santa Isabel",0
"527",3546900,"Santa Lúcia",0
"528",3547007,"Santa Maria da Serra",0
"529",3547106,"Santa Mercedes",0
"530",3547502,"Santa Rita do Passa Quatro",3
"531",3547403,"Santa Rita d'Oeste",0
"532",3547601,"Santa Rosa de Viterbo",2
"533",3547650,"Santa Salete",0
"534",3547205,"Santana da Ponte Pensa",0
"535",3547304,"Santana de Parnaíba",4
"536",3547700,"Santo Anastácio",2
"537",3547809,"Santo André",39
"538",3547908,"Santo Antônio da Alegria",0
"539",3548005,"Santo Antônio de Posse",1
"540",3548054,"Santo Antônio do Aracanguá",0
"541",3548104,"Santo Antônio do Jardim",0
"542",3548203,"Santo Antônio do Pinhal",0
"543",3548302,"Santo Expedito",0
"544",3548401,"Santópolis do Aguapeí",0
"545",3548500,"Santos",18
"546",3548609,"São Bento do Sapucaí",0
"547",3548708,"São Bernardo do Campo",42
"548",3548807,"São Caetano do Sul",37
"549",3548906,"São Carlos",40
"550",3549003,"São Francisco",0
"551",3549102,"São João da Boa Vista",11
"552",3549201,"São João das Duas Pontes",0
"553",3549250,"São João de Iracema",0
"554",3549300,"São João do Pau d'Alho",0
"555",3549409,"São Joaquim da Barra",2
"556",3549508,"São José da Bela Vista",0
"557",3549607,"São José do Barreiro",0
"558",3549706,"São José do Rio Pardo",4
"559",3549805,"São José do Rio Preto",58
"560",3549904,"São José dos Campos",30
"561",3549953,"São Lourenço da Serra",0
"562",3550001,"São Luiz do Paraitinga",1
"563",3550100,"São Manuel",0
"564",3550209,"São Miguel Arcanjo",0
"565",3550308,"São Paulo",694
"566",3550407,"São Pedro",0
"567",3550506,"São Pedro do Turvo",0
"568",3550605,"São Roque",7
"569",3550704,"São Sebastião",0
"570",3550803,"São Sebastião da Grama",3
"571",3550902,"São Simão",1
"572",3551009,"São Vicente",5
"573",3551108,"Sarapuí",1
"574",3551207,"Sarutaiá",0
"575",3551306,"Sebastianópolis do Sul",0
"576",3551405,"Serra Azul",0
"577",3551603,"Serra Negra",1
"578",3551504,"Serrana",0
"579",3551702,"Sertãozinho",6
"580",3551801,"Sete Barras",0
"581",3551900,"Severínia",0
"582",3552007,"Silveiras",0
"583",3552106,"Socorro",2
"584",3552205,"Sorocaba",40
"585",3552304,"Sud Mennucci",0
"586",3552403,"Sumaré",7
"587",3552551,"Suzanápolis",0
"588",3552502,"Suzano",17
"589",3552601,"Tabapuã",0
"590",3552700,"Tabatinga",0
"591",3552809,"Taboão da Serra",9
"592",3552908,"Taciba",0
"593",3553005,"Taguaí",0
"594",3553104,"Taiaçu",0
"595",3553203,"Taiúva",3
"596",3553302,"Tambaú",0
"597",3553401,"Tanabi",3
"598",3553500,"Tapiraí",1
"599",3553609,"Tapiratiba",0
"600",3553658,"Taquaral",0
"601",3553708,"Taquaritinga",2
"602",3553807,"Taquarituba",1
"603",3553856,"Taquarivaí",0
"604",3553906,"Tarabai",0
"605",3553955,"Tarumã",1
"606",3554003,"Tatuí",13
"607",3554102,"Taubaté",17
"608",3554201,"Tejupá",0
"609",3554300,"Teodoro Sampaio",0
"610",3554409,"Terra Roxa",0
"611",3554508,"Tietê",1
"612",3554607,"Timburi",0
"613",3554656,"Torre de Pedra",0
"614",3554706,"Torrinha",0
"615",3554755,"Trabiju",0
"616",3554805,"Tremembé",2
"617",3554904,"Três Fronteiras",0
"618",3554953,"Tuiuti",0
"619",3555000,"Tupã",4
"620",3555109,"Tupi Paulista",0
"621",3555208,"Turiúba",0
"622",3555307,"Turmalina",0
"623",3555356,"Ubarana",1
"624",3555406,"Ubatuba",0
"625",3555505,"Ubirajara",0
"626",3555604,"Uchoa",0
"627",3555703,"União Paulista",0
"628",3555802,"Urânia",0
"629",3555901,"Uru",0
"630",3556008,"Urupês",1
"631",3556107,"Valentim Gentil",0
"632",3556206,"Valinhos",10
"633",3556305,"Valparaíso",1
"634",3556354,"Vargem",0
"635",3556404,"Vargem Grande do Sul",2
"636",3556453,"Vargem Grande Paulista",2
"637",3556503,"Várzea Paulista",0
"638",3556602,"Vera Cruz",0
"639",3556701,"Vinhedo",4
"640",3556800,"Viradouro",2
"641",3556909,"Vista Alegre do Alto",0
"642",3556958,"Vitória Brasil",0
"643",3557006,"Votorantim",4
"644",3557105,"Votuporanga",16
"645",3557154,"Zacarias",0
