"","CNAE 2.0 Classe","Ind Atividade Ano","Ind CEI Vinculado","Ind Estab Participa PAT","Ind Rais Negativa","Ind Simples","Município","CNAE 2.0 Subclasse","Tamanho Estabelecimento","UF","CEP Estab","Qtd_Vinc_CLT","Qtd_Vinc_Ativos","Qtd_Vinc_Estat","Natureza_Juridica","TpEstab","IbgeSubSetor","CO_MUNICIPIO","SGL_UF","DS_MESORREGIAO","DS_MICRORREGIAO","NOME_MUNICIPIO","LATITUDE","LONGITUDE","ds_nat_jur","ds_tpestab","ds_ibge_subsetor"
"558","23991",0,0,0,1,1,354070,"2399199","01",35,13660000,0,0,0,2062,1,2,3540705,"SP","Campinas","Pirassununga","Porto Ferreira","-21.8498","-47.487","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"559","08100",9,0,0,1,0,354680,"0810099","01",35,7500000,0,0,0,2062,1,1,3546801,"SP","Metropolitana de São Paulo","Guarulhos","Santa Isabel","-23.3172","-46.2237","SOC QT LTDA","CNPJ","Extrativa mineral"
"560","23991",9,0,0,1,0,355030,"2399199","01",35,4613003,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"561","08100",0,0,0,1,0,354940,"0810099","01",35,14600000,0,0,0,2062,1,1,3549409,"SP","Ribeirão Preto","São Joaquim da Barra","São Joaquim da Barra","-20.5812","-47.8593","SOC QT LTDA","CNPJ","Extrativa mineral"
"562","23991",9,0,0,1,0,355030,"2399199","01",35,1310919,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"563","23991",9,0,0,1,0,352590,"2399199","01",35,13207070,0,0,0,2062,1,2,3525904,"SP","Macro Metropolitana Paulista","Jundiaí","Jundiaí","-23.1852","-46.8974","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"564","23991",1,0,0,1,0,355030,"2399199","01",35,8290430,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"565","08100",9,0,0,1,0,354850,"0810099","01",35,11013203,0,0,0,2054,1,1,3548500,"SP","Metropolitana de São Paulo","Santos","Santos","-23.9535","-46.335","SA FECH","CNPJ","Extrativa mineral"
"566","23991",1,0,0,1,1,353130,"2399199","01",35,15910000,0,0,0,2305,1,2,3531308,"SP","Ribeirão Preto","Jaboticabal","Monte Alto","-21.2655","-48.4971",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"567","08100",0,0,0,1,0,355030,"0810099","01",35,1331000,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"568","23991",0,0,0,1,0,352670,"2399199","01",35,13614129,0,0,0,2062,1,2,3526704,"SP","Piracicaba","Limeira","Leme","-22.1809","-47.3841","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"569","08100",9,0,0,1,0,353060,"0810099","01",35,8774350,0,0,0,2062,1,1,3530607,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Mogi das Cruzes","-23.5208","-46.1854","SOC QT LTDA","CNPJ","Extrativa mineral"
"570","23991",9,0,0,1,0,355030,"2399199","01",35,2512020,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"571","23991",9,0,0,1,0,355210,"2399199","01",35,13960000,0,0,0,2062,1,2,3552106,"SP","Campinas","Amparo","Socorro","-22.5903","-46.5251","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"572","23991",9,0,0,1,0,351380,"2399199","01",35,9950350,0,0,0,2305,1,2,3513801,"SP","Metropolitana de São Paulo","São Paulo","Diadema","-23.6813","-46.6205",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"573","23991",9,0,0,1,0,353100,"2399199","01",35,15275000,0,0,0,2054,1,2,3531001,"SP","São José do Rio Preto","Nhandeara","Monções","-20.8509","-50.0975","SA FECH","CNPJ","Indústria de produtos minerais nao metálicos"
"574","23991",9,0,0,1,0,352300,"2399199","01",35,15390000,0,0,0,2054,1,2,3523008,"SP","Araçatuba","Andradina","Itapura","-20.6419","-51.5063","SA FECH","CNPJ","Indústria de produtos minerais nao metálicos"
"575","23991",9,0,0,1,0,354380,"2399199","01",35,17740000,0,0,0,2054,1,2,3543808,"SP","Presidente Prudente","Adamantina","Rinópolis","-21.7284","-50.7239","SA FECH","CNPJ","Indústria de produtos minerais nao metálicos"
"576","08100",0,0,0,1,1,355620,"0810099","01",35,13270000,0,0,0,2062,1,1,3556206,"SP","Campinas","Campinas","Valinhos","-22.9698","-46.9974","SOC QT LTDA","CNPJ","Extrativa mineral"
"577","08100",9,0,0,1,0,351980,"0810099","01",35,15460000,0,0,0,2062,1,1,3519808,"SP","São José do Rio Preto","São José do Rio Preto","Icém","-20.3391","-49.1915","SOC QT LTDA","CNPJ","Extrativa mineral"
"578","08100",1,0,0,1,1,351040,"0810099","01",35,13360000,0,0,0,2062,1,1,3510401,"SP","Piracicaba","Piracicaba","Capivari","-22.9951","-47.5071","SOC QT LTDA","CNPJ","Extrativa mineral"
"579","08100",0,0,0,1,1,355030,"0810099","01",35,3316000,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"580","23991",0,0,0,1,0,353710,"2399199","01",35,13920000,0,0,0,2135,1,2,3537107,"SP","Campinas","Campinas","Pedreira","-22.7413","-46.8948","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"581","08100",9,0,0,1,0,355370,"0810099","01",35,99999999,0,0,0,2062,1,1,3553708,"SP","Ribeirão Preto","Jaboticabal","Taquaritinga","-21.4049","-48.5103","SOC QT LTDA","CNPJ","Extrativa mineral"
"582","09904",1,0,0,1,1,353200,"0990403","01",35,13260000,0,0,0,2062,1,1,3532009,"SP","Macro Metropolitana Paulista","Bragança Paulista","Morungaba","-22.8811","-46.7896","SOC QT LTDA","CNPJ","Extrativa mineral"
"583","08100",0,0,0,1,0,355030,"0810099","01",35,8210040,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"584","23991",0,0,0,1,0,354870,"2399199","01",35,9820000,0,0,0,2062,1,2,3548708,"SP","Metropolitana de São Paulo","São Paulo","São Bernardo do Campo","-23.6914","-46.5646","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"585","08100",9,0,0,1,0,350850,"0810099","01",35,12283510,0,0,0,2062,1,1,3508504,"SP","Vale do Paraíba Paulista","São José dos Campos","Caçapava","-23.0992","-45.7076","SOC QT LTDA","CNPJ","Extrativa mineral"
"586","08100",9,0,0,1,0,353470,"0810099","01",35,19904565,0,0,0,2062,1,1,3534708,"SP","Assis","Ourinhos","Ourinhos","-22.9797","-49.8697","SOC QT LTDA","CNPJ","Extrativa mineral"
"587","23991",9,0,0,1,0,353282,"2399199","01",35,18435000,0,0,0,2062,1,2,3532827,"SP","Itapetininga","Itapeva","Nova Campina","-24.1224","-48.9022","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"588","08100",9,0,0,1,0,350760,"0810099","01",35,12900005,0,0,0,2062,1,1,3507605,"SP","Macro Metropolitana Paulista","Bragança Paulista","Bragança Paulista","-22.9527","-46.5419","SOC QT LTDA","CNPJ","Extrativa mineral"
"589","23991",9,0,0,1,0,355220,"2399199","01",35,18013280,0,0,0,2135,1,2,3552205,"SP","Macro Metropolitana Paulista","Sorocaba","Sorocaba","-23.4969","-47.4451","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"590","08100",9,0,0,1,0,355030,"0810099","01",35,5608050,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"591","23991",0,0,0,1,0,350760,"2399199","01",35,12900000,0,0,0,2135,1,2,3507605,"SP","Macro Metropolitana Paulista","Bragança Paulista","Bragança Paulista","-22.9527","-46.5419","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"592","23991",9,0,0,1,0,352690,"2399199","01",35,13485396,0,0,0,2062,1,2,3526902,"SP","Piracicaba","Limeira","Limeira","-22.566","-47.397","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"593","09904",1,0,0,1,1,350300,"0990403","01",35,14550000,0,0,0,2135,1,1,3503000,"SP","Ribeirão Preto","Ituverava","Aramina","-20.0882","-47.7873","FRM MER IND","CNPJ","Extrativa mineral"
"594","08100",1,0,0,1,1,355620,"0810099","01",35,13273051,0,0,0,2062,1,1,3556206,"SP","Campinas","Campinas","Valinhos","-22.9698","-46.9974","SOC QT LTDA","CNPJ","Extrativa mineral"
"595","09904",0,0,0,1,0,351820,"0990403","01",35,16700000,0,0,0,2135,1,1,3518206,"SP","Araçatuba","Araçatuba","Guararapes","-21.2544","-50.6453","FRM MER IND","CNPJ","Extrativa mineral"
"596","23991",0,0,0,1,1,355030,"2399199","01",35,99999999,0,0,0,2305,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395",NA,"CNPJ","Indústria de produtos minerais nao metálicos"
"597","23991",9,0,0,1,0,354390,"2399199","01",35,13500030,0,0,0,2062,1,2,3543907,"SP","Piracicaba","Rio Claro","Rio Claro","-22.3984","-47.5546","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"598","08100",9,0,0,1,0,353630,"0810099","01",35,14415000,0,0,0,2062,1,1,3536307,"SP","Ribeirão Preto","Franca","Patrocínio Paulista","-20.6384","-47.2801","SOC QT LTDA","CNPJ","Extrativa mineral"
"599","08100",9,0,0,1,0,350840,"0810099","01",35,13318000,0,0,0,2135,1,1,3508405,"SP","Macro Metropolitana Paulista","Sorocaba","Cabreúva","-23.3053","-47.1362","FRM MER IND","CNPJ","Extrativa mineral"
"600","23991",0,0,0,1,1,355110,"2399199","01",35,18225000,0,0,0,2062,1,2,3551108,"SP","Macro Metropolitana Paulista","Sorocaba","Sarapuí","-23.6397","-47.8249","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"601","23991",0,0,0,1,0,351570,"2399199","01",35,8500010,0,0,0,2062,1,2,3515707,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Ferraz de Vasconcelos","-23.5411","-46.371","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"602","23991",1,0,0,1,1,353300,"2399199","01",35,15440000,0,0,0,2135,1,2,3533007,"SP","São José do Rio Preto","São José do Rio Preto","Nova Granada","-20.5321","-49.3123","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"603","08100",0,0,0,1,1,352270,"0810099","01",35,14900000,0,0,0,2062,1,1,3522703,"SP","Araraquara","Araraquara","Itápolis","-21.5942","-48.8149","SOC QT LTDA","CNPJ","Extrativa mineral"
"604","08100",9,0,0,1,0,354680,"0810099","01",35,7500000,0,0,0,2062,1,1,3546801,"SP","Metropolitana de São Paulo","Guarulhos","Santa Isabel","-23.3172","-46.2237","SOC QT LTDA","CNPJ","Extrativa mineral"
"605","08100",0,0,0,1,0,355030,"0810099","01",35,1301000,0,0,0,3204,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","FIL FUN EXT","CNPJ","Extrativa mineral"
"606","23991",9,0,0,1,0,355650,"2399199","01",35,13221800,0,0,0,2062,1,2,3556503,"SP","Macro Metropolitana Paulista","Jundiaí","Várzea Paulista","-23.2136","-46.8234","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"607","23991",9,0,0,1,1,355680,"2399199","01",35,14740000,0,0,0,2062,1,2,3556800,"SP","Ribeirão Preto","Jaboticabal","Viradouro","-20.8734","-48.293","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"608","23991",0,0,0,1,1,355030,"2399199","01",35,5891180,0,0,0,2135,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"609","09904",1,0,0,1,1,353050,"0990403","01",35,13730970,0,0,0,2135,1,1,3530508,"SP","Campinas","São João da Boa Vista","Mococa","-21.4647","-47.0024","FRM MER IND","CNPJ","Extrativa mineral"
"610","23991",9,0,0,1,0,354780,"2399199","01",35,9190510,0,0,0,2062,1,2,3547809,"SP","Metropolitana de São Paulo","São Paulo","Santo André","-23.6737","-46.5432","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"611","08100",0,0,0,1,0,350760,"0810099","01",35,12900005,0,0,0,2062,1,1,3507605,"SP","Macro Metropolitana Paulista","Bragança Paulista","Bragança Paulista","-22.9527","-46.5419","SOC QT LTDA","CNPJ","Extrativa mineral"
"612","23991",0,0,0,1,0,350600,"2399199","01",35,17047011,0,0,0,2062,1,2,3506003,"SP","Bauru","Bauru","Bauru","-22.3246","-49.0871","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"613","23991",9,0,0,1,0,351880,"2399199","01",35,7223200,0,0,0,2062,1,2,3518800,"SP","Metropolitana de São Paulo","Guarulhos","Guarulhos","-23.4538","-46.5333","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"614","08100",9,0,0,1,0,354680,"0810099","01",35,7500000,0,0,0,2062,1,1,3546801,"SP","Metropolitana de São Paulo","Guarulhos","Santa Isabel","-23.3172","-46.2237","SOC QT LTDA","CNPJ","Extrativa mineral"
"615","23991",0,0,0,1,0,351880,"2399199","01",35,7223040,0,0,0,2062,1,2,3518800,"SP","Metropolitana de São Paulo","Guarulhos","Guarulhos","-23.4538","-46.5333","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"616","08100",0,0,0,1,0,355030,"0810099","01",35,1038902,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"617","08100",9,0,0,1,0,350995,"0810099","01",35,12615000,0,0,0,2062,1,1,3509957,"SP","Vale do Paraíba Paulista","Guaratinguetá","Canas","-22.7003","-45.0521","SOC QT LTDA","CNPJ","Extrativa mineral"
"618","08100",9,0,0,1,0,354890,"0810099","01",35,13569240,0,0,0,2062,1,1,3548906,"SP","Araraquara","São Carlos","São Carlos","-22.0174","-47.886","SOC QT LTDA","CNPJ","Extrativa mineral"
"619","08100",1,0,0,1,0,355330,"0810099","01",35,13710000,0,0,0,2135,1,1,3553302,"SP","Campinas","São João da Boa Vista","Tambaú","-21.7029","-47.2703","FRM MER IND","CNPJ","Extrativa mineral"
"620","23991",9,0,0,1,0,351880,"2399199","01",35,7034010,0,0,0,2062,1,2,3518800,"SP","Metropolitana de São Paulo","Guarulhos","Guarulhos","-23.4538","-46.5333","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"621","23991",9,0,0,1,0,354670,"2399199","01",35,13510000,0,0,0,2062,1,2,3546702,"SP","Piracicaba","Limeira","Santa Gertrudes","-22.4572","-47.5272","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"622","23991",9,0,0,1,0,354210,"2399199","01",35,13370000,0,0,0,2062,1,2,3542107,"SP","Piracicaba","Piracicaba","Rafard","-23.0105","-47.5318","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"623","08100",1,0,0,1,0,352460,"0810099","01",35,11940000,0,0,0,2062,1,1,3524600,"SP","Litoral Sul Paulista","Registro","Jacupiranga","-24.6963","-48.0064","SOC QT LTDA","CNPJ","Extrativa mineral"
"624","09904",0,0,0,1,0,355030,"0990403","01",35,5672000,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"625","23991",9,0,0,1,0,354300,"2399199","01",35,18433000,0,0,0,2062,1,2,3543006,"SP","Itapetininga","Capão Bonito","Ribeirão Branco","-24.2206","-48.7635","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"626","09904",0,0,0,1,0,355540,"0990403","01",35,11680000,0,0,0,2313,1,1,3555406,"SP","Vale do Paraíba Paulista","Caraguatatuba","Ubatuba","-23.4332","-45.0834",NA,"CNPJ","Extrativa mineral"
"627","23991",0,0,0,1,0,355030,"2399199","01",35,2614110,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"628","08100",9,0,0,1,0,353670,"0810099","01",35,17280000,0,0,0,2062,1,1,3536703,"SP","Bauru","Jaú","Pederneiras","-22.3511","-48.7781","SOC QT LTDA","CNPJ","Extrativa mineral"
"629","09904",0,0,0,1,1,354730,"0990402","01",35,6541055,0,0,0,2062,1,1,3547304,"SP","Metropolitana de São Paulo","Osasco","Santana de Parnaíba","-23.4439","-46.9178","SOC QT LTDA","CNPJ","Extrativa mineral"
"630","08100",0,0,0,1,0,355540,"0810099","01",35,11680000,0,0,0,2062,1,1,3555406,"SP","Vale do Paraíba Paulista","Caraguatatuba","Ubatuba","-23.4332","-45.0834","SOC QT LTDA","CNPJ","Extrativa mineral"
"631","08100",1,0,0,1,1,350270,"0810099","01",35,18320000,0,0,0,2135,1,1,3502705,"SP","Itapetininga","Capão Bonito","Apiaí","-24.5108","-48.8443","FRM MER IND","CNPJ","Extrativa mineral"
"632","08100",9,0,0,1,0,355030,"0810099","01",35,8375000,0,0,0,2054,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SA FECH","CNPJ","Extrativa mineral"
"633","23991",9,0,0,1,0,353440,"2399199","01",35,6230030,0,0,0,2062,1,2,3534401,"SP","Metropolitana de São Paulo","Osasco","Osasco","-23.5324","-46.7916","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"634","09904",9,0,0,1,0,355030,"0990403","01",35,4578000,0,0,0,2054,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SA FECH","CNPJ","Extrativa mineral"
"635","08100",9,0,0,1,0,355030,"0810099","01",35,2306005,0,0,0,2054,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SA FECH","CNPJ","Extrativa mineral"
"636","08100",9,0,0,1,0,351880,"0810099","01",35,7162000,0,0,0,2054,1,1,3518800,"SP","Metropolitana de São Paulo","Guarulhos","Guarulhos","-23.4538","-46.5333","SA FECH","CNPJ","Extrativa mineral"
"637","08100",0,0,0,1,0,355030,"0810099","01",35,1401001,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"638","09904",1,0,0,1,1,352340,"0990403","01",35,13253460,0,0,0,2135,1,1,3523404,"SP","Macro Metropolitana Paulista","Bragança Paulista","Itatiba","-23.0035","-46.8464","FRM MER IND","CNPJ","Extrativa mineral"
"639","08100",9,0,0,1,0,350570,"0810099","01",35,6436240,0,0,0,2062,1,1,3505708,"SP","Metropolitana de São Paulo","Osasco","Barueri","-23.5057","-46.879","SOC QT LTDA","CNPJ","Extrativa mineral"
"640","08100",0,0,0,1,0,352930,"0810099","01",35,15997154,0,0,0,2062,1,1,3529302,"SP","Araraquara","Araraquara","Matão","-21.6025","-48.364","SOC QT LTDA","CNPJ","Extrativa mineral"
"641","08100",9,0,0,1,0,354330,"0810099","01",35,9432000,0,0,0,2054,1,1,3543303,"SP","Metropolitana de São Paulo","São Paulo","Ribeirão Pires","-23.7067","-46.4058","SA FECH","CNPJ","Extrativa mineral"
"642","23991",9,0,0,1,0,355030,"2399199","01",35,3125100,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"643","08100",9,0,0,1,0,353780,"0810099","01",35,18170000,0,0,0,2062,1,1,3537800,"SP","Macro Metropolitana Paulista","Piedade","Piedade","-23.7139","-47.4256","SOC QT LTDA","CNPJ","Extrativa mineral"
"644","09904",0,0,0,1,1,352590,"0990403","01",35,13295000,0,0,0,2062,1,1,3525904,"SP","Macro Metropolitana Paulista","Jundiaí","Jundiaí","-23.1852","-46.8974","SOC QT LTDA","CNPJ","Extrativa mineral"
"645","09904",9,0,0,1,0,355030,"0990402","01",35,1045906,0,0,0,2054,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SA FECH","CNPJ","Extrativa mineral"
"646","23991",9,0,0,1,0,355030,"2399199","01",35,2614100,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"647","23991",9,0,0,1,0,355030,"2399199","01",35,2615060,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"648","23991",9,0,0,1,0,355030,"2399199","01",35,2614100,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"649","23991",9,0,0,1,0,351370,"2399199","01",35,13690000,0,0,0,2062,1,2,3513702,"SP","Araraquara","São Carlos","Descalvado","-21.9002","-47.6181","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"650","08100",1,0,0,1,1,355620,"0810099","01",35,13270000,0,0,0,2062,1,1,3556206,"SP","Campinas","Campinas","Valinhos","-22.9698","-46.9974","SOC QT LTDA","CNPJ","Extrativa mineral"
"651","23991",0,0,0,1,0,350400,"2399199","01",35,19806210,0,0,0,2062,1,2,3504008,"SP","Assis","Assis","Assis","-22.66","-50.4183","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"652","23991",9,0,0,1,0,353870,"2399199","01",35,13404752,0,0,0,2062,1,2,3538709,"SP","Piracicaba","Piracicaba","Piracicaba","-22.7338","-47.6476","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"653","08100",9,0,0,1,0,352640,"0810099","01",35,18500000,0,0,0,2062,1,1,3526407,"SP","Itapetininga","Tatuí","Laranjal Paulista","-23.0506","-47.8375","SOC QT LTDA","CNPJ","Extrativa mineral"
"654","08100",9,0,0,1,0,355030,"0810099","01",35,5118020,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"655","09904",0,0,0,1,1,355030,"0990403","01",35,1008000,0,0,0,2135,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","FRM MER IND","CNPJ","Extrativa mineral"
"656","09904",0,0,0,1,1,354870,"0990402","01",35,9726070,0,0,0,2135,1,1,3548708,"SP","Metropolitana de São Paulo","São Paulo","São Bernardo do Campo","-23.6914","-46.5646","FRM MER IND","CNPJ","Extrativa mineral"
"657","09904",1,0,0,1,1,355635,"0990403","01",35,12935000,0,0,0,2062,1,1,3556354,"SP","Macro Metropolitana Paulista","Bragança Paulista","Vargem","-22.887","-46.4124","SOC QT LTDA","CNPJ","Extrativa mineral"
"658","09904",0,0,0,1,0,355030,"0990403","01",35,4557000,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"659","23991",9,0,0,1,0,351500,"2399199","01",35,6816040,0,0,0,2062,1,2,3515004,"SP","Metropolitana de São Paulo","Itapecerica da Serra","Embu das Artes","-23.6437","-46.8579","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"660","09904",0,0,0,1,0,355030,"0990403","01",35,5672000,0,0,0,2240,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC SIMP LTD","CNPJ","Extrativa mineral"
"661","09904",0,0,0,1,0,355030,"0990403","01",35,4535011,0,0,0,3999,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","OUTR ORG","CNPJ","Extrativa mineral"
"662","23991",0,0,0,1,0,350760,"2399199","01",35,12900005,0,0,0,2135,1,2,3507605,"SP","Macro Metropolitana Paulista","Bragança Paulista","Bragança Paulista","-22.9527","-46.5419","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"663","08100",0,0,0,1,0,355030,"0810099","01",35,1031902,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"664","23991",9,0,0,1,0,352110,"2399199","01",35,13537000,0,0,0,2062,1,2,3521101,"SP","Piracicaba","Rio Claro","Ipeúna","-22.4355","-47.7151","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"665","23991",1,0,0,1,1,353800,"2399199","01",35,12404290,0,0,0,2062,1,2,3538006,"SP","Vale do Paraíba Paulista","São José dos Campos","Pindamonhangaba","-22.9246","-45.4613","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"666","23991",0,0,0,1,1,354880,"2399199","01",35,9581680,0,0,0,2062,1,2,3548807,"SP","Metropolitana de São Paulo","São Paulo","São Caetano do Sul","-23.6229","-46.5548","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"667","09904",1,0,0,1,1,351170,"0990403","01",35,13515000,0,0,0,2062,1,1,3511706,"SP","Piracicaba","Piracicaba","Charqueada","-22.5096","-47.7755","SOC QT LTDA","CNPJ","Extrativa mineral"
"668","23991",0,0,0,1,0,355030,"2399199","01",35,2989130,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"669","08100",9,0,0,1,0,353060,"0810099","01",35,8772010,0,0,0,2062,1,1,3530607,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Mogi das Cruzes","-23.5208","-46.1854","SOC QT LTDA","CNPJ","Extrativa mineral"
"670","08100",9,0,0,1,0,350570,"0810099","01",35,6436240,0,0,0,2062,1,1,3505708,"SP","Metropolitana de São Paulo","Osasco","Barueri","-23.5057","-46.879","SOC QT LTDA","CNPJ","Extrativa mineral"
"671","09904",1,0,0,1,1,354910,"0990403","01",35,13870672,0,0,0,2062,1,1,3549102,"SP","Campinas","São João da Boa Vista","São João da Boa Vista","-21.9707","-46.7944","SOC QT LTDA","CNPJ","Extrativa mineral"
"672","23991",9,0,0,1,0,354850,"2399199","01",35,11010060,0,0,0,2062,1,2,3548500,"SP","Metropolitana de São Paulo","Santos","Santos","-23.9535","-46.335","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
