"","CNAE 2.0 Classe","Ind Atividade Ano","Ind CEI Vinculado","Ind Estab Participa PAT","Ind Rais Negativa","Ind Simples","Município","CNAE 2.0 Subclasse","Tamanho Estabelecimento","UF","CEP Estab","Qtd_Vinc_CLT","Qtd_Vinc_Ativos","Qtd_Vinc_Estat","Natureza_Juridica","TpEstab","IbgeSubSetor","CO_MUNICIPIO","SGL_UF","DS_MESORREGIAO","DS_MICRORREGIAO","NOME_MUNICIPIO","LATITUDE","LONGITUDE","ds_nat_jur","ds_tpestab","ds_ibge_subsetor"
"673","23991",9,0,0,1,0,354910,"2399199","01",35,13872660,0,0,0,2062,1,2,3549102,"SP","Campinas","São João da Boa Vista","São João da Boa Vista","-21.9707","-46.7944","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"674","08100",9,0,0,1,0,354910,"0810099","01",35,13870672,0,0,0,2062,1,1,3549102,"SP","Campinas","São João da Boa Vista","São João da Boa Vista","-21.9707","-46.7944","SOC QT LTDA","CNPJ","Extrativa mineral"
"675","08100",9,0,0,1,0,350030,"0810099","01",35,13860000,0,0,0,2062,1,1,3500303,"SP","Campinas","Pirassununga","Aguaí","-22.0572","-46.9735","SOC QT LTDA","CNPJ","Extrativa mineral"
"676","23991",0,0,0,1,0,350400,"2399199","01",35,19806173,0,0,0,2062,1,2,3504008,"SP","Assis","Assis","Assis","-22.66","-50.4183","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"677","23991",9,0,0,1,0,355030,"2399199","01",35,1008000,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"678","23991",9,0,0,1,1,354370,"2399199","01",35,14830000,0,0,0,2135,1,2,3543709,"SP","Araraquara","Araraquara","Rincão","-21.5894","-48.0728","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"679","08100",9,0,0,1,0,353070,"0810099","01",35,13847176,0,0,0,2062,1,1,3530706,"SP","Campinas","Mogi Mirim","Mogi Guaçu","-22.3675","-46.9428","SOC QT LTDA","CNPJ","Extrativa mineral"
"680","23991",0,0,0,1,0,354810,"2399199","01",35,13995000,0,0,0,2135,1,2,3548104,"SP","Campinas","São João da Boa Vista","Santo Antônio do Jardim","-22.1121","-46.6845","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"681","23991",1,0,0,1,1,351880,"2399199","01",35,7242225,0,0,0,2062,1,2,3518800,"SP","Metropolitana de São Paulo","Guarulhos","Guarulhos","-23.4538","-46.5333","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"682","23991",1,0,0,1,0,355030,"2399199","01",35,2991130,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"683","08100",9,0,0,1,0,354330,"0810099","01",35,9434000,0,0,0,2143,1,1,3543303,"SP","Metropolitana de São Paulo","São Paulo","Ribeirão Pires","-23.7067","-46.4058","COOPERATIVA","CNPJ","Extrativa mineral"
"684","23991",1,0,0,1,1,350945,"2399199","01",35,18245000,0,0,0,2135,1,2,3509452,"SP","Itapetininga","Itapetininga","Campina do Monte Alegre","-23.5895","-48.4758","FRM MER IND","CNPJ","Indústria de produtos minerais nao metálicos"
"685","08100",0,0,0,1,0,355440,"0810099","01",35,14745000,0,0,0,2062,1,1,3554409,"SP","Ribeirão Preto","Jaboticabal","Terra Roxa","-20.787","-48.3314","SOC QT LTDA","CNPJ","Extrativa mineral"
"686","23991",9,0,0,1,0,355030,"2399199","01",35,3162010,0,0,0,2062,1,2,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"687","09904",9,0,0,1,0,355030,"0990403","01",35,1139000,0,0,0,2054,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SA FECH","CNPJ","Extrativa mineral"
"688","23991",9,0,0,1,0,354980,"2399199","01",35,15053750,0,0,0,2062,1,2,3549805,"SP","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","-20.8113","-49.3758","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"689","23991",1,0,0,1,1,354390,"2399199","01",35,13500970,0,0,0,2062,1,2,3543907,"SP","Piracicaba","Rio Claro","Rio Claro","-22.3984","-47.5546","SOC QT LTDA","CNPJ","Indústria de produtos minerais nao metálicos"
"690","08100",1,0,0,1,1,355220,"0810099","01",35,18040325,0,0,0,2062,1,1,3552205,"SP","Macro Metropolitana Paulista","Sorocaba","Sorocaba","-23.4969","-47.4451","SOC QT LTDA","CNPJ","Extrativa mineral"
"691","08100",0,0,0,1,0,355030,"0810099","01",35,6853410,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
"692","09904",9,0,0,1,0,355030,"0990403","01",35,1223011,0,0,0,2062,1,1,3550308,"SP","Metropolitana de São Paulo","São Paulo","São Paulo","-23.5329","-46.6395","SOC QT LTDA","CNPJ","Extrativa mineral"
