"","CNAE 2.0 Classe","Ind Atividade Ano","Ind CEI Vinculado","Ind Estab Participa PAT","Ind Rais Negativa","Ind Simples","Município","Natureza Jurídica","CNAE 2.0 Subclasse","Tamanho Estabelecimento","Tipo Estab","Tipo Estab_1","UF","IBGE Subsetor","CEP Estab","Qtd_Vinc_CLT","Qtd_Vinc_Ativos","Qtd_Vinc_Estat","CO_MUNICIPIO","SGL_UF","DS_MESORREGIAO","DS_MICRORREGIAO","NOME_MUNICIPIO","LATITUDE","LONGITUDE"
"209","01598",1,0,0,1,1,354325,4120,"0159801","01","01","Cnpj",35,"25",18315000,0,0,0,3543253,"SP","Itapetininga","Capão Bonito","Ribeirão Grande","-24.1011","-48.3679"
"210","01598",1,0,0,1,0,351685,4120,"0159801","01","01","Cnpj",35,"25",14813000,0,0,0,3516853,"SP","Araraquara","Araraquara","Gavião Peixoto","-21.8367","-48.4957"
"211","01598",1,0,0,1,0,350320,4120,"0159801","01","01","Cnpj",35,"25",14800005,0,0,0,3503208,"SP","Araraquara","Araraquara","Araraquara","-21.7845","-48.178"
"212","01598",0,0,0,1,0,350550,4081,"0159801","01","01","Cnpj",35,"25",14780970,0,0,0,3505500,"SP","Ribeirão Preto","Barretos","Barretos","-20.5531","-48.5698"
"213","01598",1,0,0,1,1,352230,2062,"0159801","01","01","Cnpj",35,"25",18200000,0,0,0,3522307,"SP","Itapetininga","Itapetininga","Itapetininga","-23.5886","-48.0483"
"214","01598",0,0,0,1,0,354990,2062,"0159801","01","01","Cnpj",35,"25",12244000,0,0,0,3549904,"SP","Vale do Paraíba Paulista","São José dos Campos","São José dos Campos","-23.1896","-45.8841"
"215","01598",1,0,0,1,0,355270,4120,"0159801","01","01","Cnpj",35,"25",14910000,0,0,0,3552700,"SP","Araraquara","Araraquara","Tabatinga","-21.7239","-48.6896"
"216","01598",1,0,0,1,0,355475,4120,"0159801","01","01","Cnpj",35,"25",14935000,0,0,0,3554755,"SP","Araraquara","Araraquara","Trabiju","-22.0388","-48.3342"
"217","01598",1,0,0,1,0,351360,4081,"0159801","01","01","Cnpj",35,"25",12530970,0,0,0,3513603,"SP","Vale do Paraíba Paulista","Paraibuna/Paraitinga","Cunha","-23.0731","-44.9576"
"218","01598",1,0,0,1,0,351240,4081,"0159801","01","01","Cnpj",35,"25",13490000,0,0,0,3512407,"SP","Piracicaba","Limeira","Cordeirópolis","-22.4778","-47.4519"
"219","01598",1,0,0,1,0,352860,4120,"0159801","01","01","Cnpj",35,"25",18780000,0,0,0,3528601,"SP","Assis","Ourinhos","Manduri","-23.0056","-49.3202"
"220","01598",0,0,0,1,0,354990,4120,"0159801","01","01","Cnpj",35,"25",12249000,0,0,0,3549904,"SP","Vale do Paraíba Paulista","São José dos Campos","São José dos Campos","-23.1896","-45.8841"
"221","01598",1,0,0,1,0,352440,4120,"0159801","01","01","Cnpj",35,"25",12327682,0,0,0,3524402,"SP","Vale do Paraíba Paulista","São José dos Campos","Jacareí","-23.2983","-45.9658"
"222","01598",1,0,0,1,0,350535,4120,"0159801","01","01","Cnpj",35,"25",18325000,0,0,0,3505351,"SP","Itapetininga","Capão Bonito","Barra do Chapéu","-24.4722","-49.0238"
"223","01598",1,0,0,1,1,351020,2135,"0159801","01","01","Cnpj",35,"25",18300100,0,0,0,3510203,"SP","Itapetininga","Capão Bonito","Capão Bonito","-24.0113","-48.3482"
"224","01598",1,0,0,1,0,353900,4081,"0159801","01","01","Cnpj",35,"25",15820000,0,0,0,3539004,"SP","Ribeirão Preto","Jaboticabal","Pirangi","-21.0886","-48.6607"
"225","01598",9,0,0,1,0,350610,2135,"0159801","01","01","Cnpj",35,"25",14706008,0,0,0,3506102,"SP","Ribeirão Preto","Jaboticabal","Bebedouro","-20.9491","-48.4791"
"226","01598",0,0,0,1,0,353380,4120,"0159801","01","01","Cnpj",35,"25",18790000,0,0,0,3533809,"SP","Assis","Ourinhos","Óleo","-22.9435","-49.3419"
"227","01598",1,0,0,1,0,353780,4120,"0159801","01","01","Cnpj",35,"25",18170000,0,0,0,3537800,"SP","Macro Metropolitana Paulista","Piedade","Piedade","-23.7139","-47.4256"
"228","01598",1,0,0,1,0,350490,4120,"0159801","01","01","Cnpj",35,"25",12850000,0,0,0,3504909,"SP","Vale do Paraíba Paulista","Bananal","Bananal","-22.6819","-44.3281"
"229","01598",0,0,0,1,0,352050,4120,"0159801","01","01","Cnpj",35,"25",13347310,0,0,0,3520509,"SP","Campinas","Campinas","Indaiatuba","-23.0816","-47.2101"
"230","01598",0,0,0,1,0,355220,4120,"0159801","01","01","Cnpj",35,"25",18113855,0,0,0,3552205,"SP","Macro Metropolitana Paulista","Sorocaba","Sorocaba","-23.4969","-47.4451"
"231","01598",1,0,0,1,0,350750,4120,"0159801","01","01","Cnpj",35,"25",18603970,0,0,0,3507506,"SP","Bauru","Botucatu","Botucatu","-22.8837","-48.4437"
"232","01598",1,0,0,1,0,350670,4120,"0159801","01","01","Cnpj",35,"25",14930000,0,0,0,3506706,"SP","Araraquara","Araraquara","Boa Esperança do Sul","-21.9918","-48.3906"
"233","01598",1,0,0,1,0,353930,4120,"0159801","01","01","Cnpj",35,"25",13630970,0,0,0,3539301,"SP","Campinas","Pirassununga","Pirassununga","-21.996","-47.4257"
"234","01598",1,0,0,1,0,352270,4120,"0159801","01","01","Cnpj",35,"25",14900000,0,0,0,3522703,"SP","Araraquara","Araraquara","Itápolis","-21.5942","-48.8149"
"235","01598",1,0,0,1,0,350670,4120,"0159801","01","01","Cnpj",35,"25",14930000,0,0,0,3506706,"SP","Araraquara","Araraquara","Boa Esperança do Sul","-21.9918","-48.3906"
"236","01598",1,0,0,1,0,352350,4120,"0159801","01","01","Cnpj",35,"25",18690000,0,0,0,3523503,"SP","Bauru","Avaré","Itatinga","-23.1047","-48.6157"
"237","01598",1,0,0,1,0,352350,4120,"0159801","01","01","Cnpj",35,"25",18690000,0,0,0,3523503,"SP","Bauru","Avaré","Itatinga","-23.1047","-48.6157"
"238","01598",1,0,0,1,0,352265,4120,"0159801","01","01","Cnpj",35,"25",18385000,0,0,0,3522653,"SP","Itapetininga","Capão Bonito","Itapirapuã Paulista","-24.572","-49.1661"
"239","01598",1,0,0,1,0,353060,4120,"0159801","01","01","Cnpj",35,"25",8710970,0,0,0,3530607,"SP","Metropolitana de São Paulo","Mogi das Cruzes","Mogi das Cruzes","-23.5208","-46.1854"
"240","01598",0,0,0,1,0,353570,3999,"0159801","01","01","Cnpj",35,"25",15825000,0,0,0,3535705,"SP","São José do Rio Preto","Catanduva","Paraíso","-21.0159","-48.7761"
"241","01598",1,0,0,1,0,354425,4120,"0159801","01","01","Cnpj",35,"25",19273000,0,0,0,3544251,"SP","Presidente Prudente","Presidente Prudente","Rosana","-22.5782","-53.0603"
