"","CO_MUNICIPIO","NOME_MUNICIPIO","QTD"
"118",3533403,"Nova Odessa",2
"119",3533502,"Novo Horizonte",1
"120",3534401,"Osasco",6
"121",3534708,"Ourinhos",1
"122",3535507,"Paraguaçu Paulista",1
"123",3535606,"Paraibuna",3
"124",3536000,"Parapuã",1
"125",3536307,"Patrocínio Paulista",2
"126",3536505,"Paulínia",7
"127",3536703,"Pederneiras",21
"128",3536802,"Pedra Bela",1
"129",3537107,"Pedreira",6
"130",3537800,"Piedade",2
"131",3538006,"Pindamonhangaba",2
"132",3538709,"Piracicaba",8
"133",3538808,"Piraju",1
"134",3539103,"Pirapora do Bom Jesus",1
"135",3539608,"Planalto",1
"136",3540101,"Pongaí",1
"137",3540606,"Porto Feliz",6
"138",3540705,"Porto Ferreira",2
"139",3541000,"Praia Grande",1
"140",3541406,"Presidente Prudente",2
"141",3541505,"Presidente Venceslau",1
"142",3541901,"Queluz",1
"143",3542107,"Rafard",1
"144",3542404,"Regente Feijó",2
"145",3542701,"Restinga",2
"146",3543006,"Ribeirão Branco",3
"147",3543303,"Ribeirão Pires",3
"148",3543402,"Ribeirão Preto",5
"149",3543709,"Rincão",3
"150",3543808,"Rinópolis",3
"151",3543907,"Rio Claro",19
"152",3544301,"Roseira",1
"153",3545159,"Saltinho",4
"154",3545209,"Salto",4
"155",3545308,"Salto de Pirapora",1
"156",3545407,"Salto Grande",1
"157",3545803,"Santa Bárbara d'Oeste",5
"158",3546108,"Santa Clara d'Oeste",1
"159",3546207,"Santa Cruz da Conceição",1
"160",3546405,"Santa Cruz do Rio Pardo",2
"161",3546702,"Santa Gertrudes",1
"162",3546801,"Santa Isabel",10
"163",3547304,"Santana de Parnaíba",5
"164",3547502,"Santa Rita do Passa Quatro",3
"165",3547809,"Santo André",3
"166",3548104,"Santo Antônio do Jardim",1
"167",3548500,"Santos",6
"168",3548708,"São Bernardo do Campo",5
"169",3548807,"São Caetano do Sul",2
"170",3548906,"São Carlos",7
"171",3549102,"São João da Boa Vista",9
"172",3549409,"São Joaquim da Barra",1
"173",3549706,"São José do Rio Pardo",2
"174",3549805,"São José do Rio Preto",3
"175",3549904,"São José dos Campos",1
"176",3550308,"São Paulo",97
"177",3550407,"São Pedro",1
"178",3550704,"São Sebastião",1
"179",3551009,"São Vicente",1
"180",3551108,"Sarapuí",4
"181",3551504,"Serrana",1
"182",3551702,"Sertãozinho",1
"183",3552106,"Socorro",2
"184",3552205,"Sorocaba",10
"185",3552502,"Suzano",6
"186",3552809,"Taboão da Serra",1
"187",3553005,"Taguaí",1
"188",3553302,"Tambaú",2
"189",3553708,"Taquaritinga",2
"190",3554003,"Tatuí",2
"191",3554102,"Taubaté",4
"192",3554201,"Tejupá",1
"193",3554409,"Terra Roxa",2
"194",3554508,"Tietê",1
"195",3554904,"Três Fronteiras",1
"196",3555356,"Ubarana",3
"197",3555406,"Ubatuba",2
"198",3556107,"Valentim Gentil",1
"199",3556206,"Valinhos",7
"200",3556354,"Vargem",2
"201",3556404,"Vargem Grande do Sul",2
"202",3556503,"Várzea Paulista",4
"203",3556701,"Vinhedo",11
"204",3556800,"Viradouro",2
"205",3557006,"Votorantim",1
